Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.incorrectParameterTypeIsDetected.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.invalidConstantNameIsDetected,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.invalidConstantNameIsDetected.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.invalidPatternIsDetected,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.invalidPatternIsDetected.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.methodsWithoutParametersAreDetected,2,,,,,,,1,7
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.methodsWithoutParametersAreDetected.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideAllEnumConstantsWithNamingAll,1,,,,,,,1,4
Private Generic Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments,1,,,,,,,1,3
Private Generic Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments,4,,,,,,,1,11
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments.(lambda_expr_3),1,,,,,,,1,1
TypeVariable,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments.E,0,0,2,0,0,0,0,,0
TypeVariable,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideArguments.E,0,0,2,0,0,0,0,,0
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.provideSingleEnumConstant,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.providesAllEnumConstants,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.EnumArgumentsProviderTests.providesEnumConstantsBasedOnTestMethod,1,,,,,,,1,6
Public Annotation,org.junit.jupiter.params.provider.EnumSource,0,0,0,0,0,2,3,,47
Enum Type,org.junit.jupiter.params.provider.EnumSource.Mode,9,1,1,,0,4,7,,42
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.(lambda_expr_5),1,,,,,,,1,1
Constructor,org.junit.jupiter.params.provider.EnumSource.Mode.Mode,1,,,,,,,1,4
Private Interface,org.junit.jupiter.params.provider.EnumSource.Mode.Validator,0,0,0,0,0,1,1,,3
Abstract Method,org.junit.jupiter.params.provider.EnumSource.Mode.Validator.validate,0,,,,,,,0,1
Method,org.junit.jupiter.params.provider.EnumSource.Mode.select,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.EnumSource.Mode.validate,1,,,,,,,1,5
Private Static Method,org.junit.jupiter.params.provider.EnumSource.Mode.validateNames,2,,,,,,,1,5
Lambda Method,org.junit.jupiter.params.provider.EnumSource.Mode.validateNames.(lambda_expr_1),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.params.provider.EnumSource.Mode.validatePatterns,2,,,,,,,1,10
Public Method,org.junit.jupiter.params.provider.EnumSource.Mode.valueOf,1,,,,,,,1,0
Public Method,org.junit.jupiter.params.provider.EnumSource.Mode.values,1,,,,,,,1,0
Abstract Method,org.junit.jupiter.params.provider.EnumSource.mode,0,,,,,,,0,1
Abstract Method,org.junit.jupiter.params.provider.EnumSource.names,0,,,,,,,0,1
Abstract Method,org.junit.jupiter.params.provider.EnumSource.value,0,,,,,,,0,1
Class,org.junit.jupiter.params.provider.EnumSourceTests,37,1,1,0,0,4,7,,73
Enum Type,org.junit.jupiter.params.provider.EnumSourceTests.EnumWithThreeConstants,2,1,1,,0,0,2,,3
Public Method,org.junit.jupiter.params.provider.EnumSourceTests.EnumWithThreeConstants.valueOf,1,,,,,,,1,0
Public Method,org.junit.jupiter.params.provider.EnumSourceTests.EnumWithThreeConstants.values,1,,,,,,,1,0
Static Method,org.junit.jupiter.params.provider.EnumSourceTests.allOf,1,,,,,,,1,3
Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames,7,,,,,,,1,12
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.excludeNames.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithAll,4,,,,,,,1,7
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithAll.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithAll.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithAll.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton,6,,,,,,,1,11
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.includeNamesWithSingleton.(lambda_expr_5),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll,7,,,,,,,1,12
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAll.(lambda_expr_6),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAny,4,,,,,,,1,6
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAny.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAny.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesAny.(lambda_expr_3),1,,,,,,,1,1
Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone,8,,,,,,,1,11
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.EnumSourceTests.matchesNone.(lambda_expr_7),1,,,,,,,1,1
Class,org.junit.jupiter.params.provider.MethodArgumentsProvider,32,1,1,81,0,12,11,,117
Public Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.accept,1,,,,,,,1,3
Private Static Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.filterFactoryMethodsWithMatchingParameters,4,,,,,,,1,14
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.filterFactoryMethodsWithMatchingParameters.(lambda_expr_1),2,,,,,,,1,6
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.findFactoryMethodsBySimpleName,5,,,,,,,1,18
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.findFactoryMethodsBySimpleName.(lambda_expr_1),1,,,,,,,1,2
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.findFactoryMethodsBySimpleName.(lambda_expr_2),1,,,,,,,1,2
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.findFactoryMethodsBySimpleName.(lambda_expr_3),2,,,,,,,1,8
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.getFactoryMethod,3,,,,,,,1,10
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.getFactoryMethodByFullyQualifiedName,2,,,,,,,1,9
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.getFactoryMethodByFullyQualifiedName.(lambda_expr_1),1,,,,,,,1,2
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.getFactoryMethodBySimpleOrQualifiedName,3,,,,,,,1,16
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.getFactoryMethodBySimpleOrQualifiedName.(lambda_expr_1),1,,,,,,,1,2
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.isTestMethod,1,,,,,,,1,4
Private Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.loadRequiredClass,2,,,,,,,1,4
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.loadRequiredClass.(lambda_expr_1),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.looksLikeAFullyQualifiedMethodName,4,,,,,,,4,14
Public Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.provideArguments,3,,,,,,,1,8
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.provideArguments.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.provideArguments.(lambda_expr_2),1,,,,,,,1,1
Private Static Method,org.junit.jupiter.params.provider.MethodArgumentsProvider.toArguments,4,,,,,,,4,12
Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests,39,1,1,96,0,15,30,,462
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.DefaultFactoryMethodNameTestCase,2,1,1,0,0,0,2,,8
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.DefaultFactoryMethodNameTestCase.testDefaultFactoryMethodName,1,,,,,,,1,3
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.DefaultFactoryMethodNameTestCase.testDefaultFactoryMethodName,1,,,,,,,1,2
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ExternalFactoryMethods,1,1,1,0,0,0,1,,10
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ExternalFactoryMethods.Nested,1,1,1,0,0,0,1,,5
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ExternalFactoryMethods.Nested.stringsProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ExternalFactoryMethods.stringsProvider,1,,,,,,,1,3
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.NonStaticTestCase,1,1,1,0,0,0,1,,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.NonStaticTestCase.nonStaticStringStreamProvider,1,,,,,,,1,3
Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ObjectArrays,3,1,1,0,0,2,3,,17
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ObjectArrays.providesArgumentsUsing2dObjectArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ObjectArrays.providesArgumentsUsingObjectArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ObjectArrays.providesArgumentsUsingStringArray,1,,,,,,,1,4
Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution,12,1,1,0,0,10,11,,74
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingDefaultFactoryMethodWithParameter,1,,,,,,,1,6
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingFactoryMethodSelectedViaFullyQualifiedNameWithMultipleParameters,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingFactoryMethodSelectedViaFullyQualifiedNameWithParameter,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingFactoryMethodSelectedViaFullyQualifiedNameWithoutParameter,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingFactoryMethodWithParameter,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingFullyQualifiedNameWithParameter,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingSimpleNameWithMultipleParameters,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingSimpleNameWithParameter,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.providesArgumentsUsingSimpleNameWithoutParameter,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.registerParameterResolver,1,,,,,,,1,5
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.throwsExceptionWhenSeveralFactoryMethodsWithSameNameAreAvailable,2,,,,,,,1,10
Lambda Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.ParameterResolution.throwsExceptionWhenSeveralFactoryMethodsWithSameNameAreAvailable.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays,8,1,1,0,0,2,8,,42
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingBooleanArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingByteArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingCharArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingDoubleArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingFloatArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingIntArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingLongArray,1,,,,,,,1,4
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.PrimitiveArrays.providesArgumentsUsingShortArray,1,,,,,,,1,4
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.StringResolver,2,1,1,0,0,2,2,,10
Public Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.StringResolver.resolveParameter,1,,,,,,,1,3
Public Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.StringResolver.supportsParameter,1,,,,,,,1,3
Static Class,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase,32,1,1,0,0,2,32,,97
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.argumentsStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.booleanArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.byteArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.charArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.doubleArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.doubleStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.floatArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.intArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.intArrayStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.intStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.longArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.longStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.objectArrayIterableProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.objectArrayListProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.objectArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.objectArrayStreamProvider,1,,,,,,,1,3
Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.overloadedStringStreamProvider,1,,,,,,,1,2
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.overloadedStringStreamProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.providerWithIllegalReturnType,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.shortArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.stringArrayListProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.stringArrayProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.stringIterableProvider,1,,,,,,,1,3
Static Method,org.junit.jupiter.params.provider.MethodArgumentsProviderTests.TestCase.stringIteratorProvider,1,,,,,,,1,3
